tweet,sentimiento,target
Yo voy con 🙋🏻‍♀️ JoseAMeadeK MeadePresidente,1,meade
DebatePresidencial DebateINE DebatesMX Aquí vamos de nuevo.,2,debate
cc no le dio tiempo a la esposa ni del Bronco ni de AMLO de hacer el dobladillo de sus pantalones,3,na
Nada mal el Bronco,1,bronco
Segundo Debate Presidencial DebateINE,3,na
Que bello gesto de las huestes de RicardoAnayaC   repartiendo su torta y frutsi para los acarreadosPRIAN en su máxima expresión,1,anaya
Pero_no_es_mismo|_el_fanatismo|_lo_usan_los_otros|_Meade_que_él_solo_lo_puede_hacer|_igual_Anaya|_aquí_deben_importar_los_factores_que_alimentan_el_fanstismo_y_que_han_sido_omisiones_de_los_que_han_sido_gobierno. HartazgoSocial el_tema.,3,na
¿Qué tan difícil es encontrar un traje a la medida?,2,na
“Lo primero que tenemos que hacer es destetarnos de los gringos.” Y ahí va de nuevo el bronco. 💆🏻‍♂️ DebateMx DebateINE,0,bronco
Sigue el DebateINE con la participación de nuestro próximo Presidente de la República| JoseAMeadeK. MeadePresidente,1,Meade
Amlo presidente,1,amlo
Fea corbata de AMLO,0,amlo
Ya tan rápido empezamos con nacionalismo tóxico DebateINE,2,na
Asia| india| Corea y Japón Porque India y Japón están en Sudamérica.  El Bronco| 2018.   DebateINE,1,bronco
JoseAMeadeK Este es el PRI CORRUPTO| POR ESO LES TENEMOS NOTICIAS VAMOS ESTAR MEJOR Y YA SABEN CON QUIEN           RicardoAnayaC,0,meade
"A ver si López Obrador ya aprendió a pronunciar ""Trump""",0,amlo
"AMLO "" yo sostengo sostengo el micrófono"" jajajajajajajajajaja",0,amlo
No puede ser| Bronco no dijo nada 🤦‍♀️ DebateINE,2,bronco
La infraestructura de México será potencia con JoseAMeadeK.  HidalgoConMeade,1,meade
DebatesMx ese bronco no tiene ni 30 segundos hablando y ya empezo con sus palabras domingueras destetarnos hablacomosedebehablaraunpresidente,0,bronco
El novio de lady coral DebatePresidencial2018,3,na
El Bronco es un pendejo,0,bronco
Veamos con que mentiras nos sale ahora Anaya.,0,anaya
. JaimeRdzNL Inicia el DebateINE respondiendo la primera pregunta.,3,na
El color de piel de la mano de AMLO no coincide con el de su cara como por tres fototipos por qué lo maquillaron como a Beetlejuice,0,amlo
Cuando el peje no quiere contestar las preguntas del DebateINE y activa la AlertaSismica para cancelarlo :v,0,amlo
Destetarnos de los gringos| dice el JaimeRdzNL,2,bronco
El viejito ya empezó a chochear! DebateINE,3,na
En este formato de debate| con preguntas del público| no hay que perder de vista que los candidatos se tienen que mover| un reto mayor. DebateDelDebate DebateINE CM,3,na
amlo please stop ya no da risa,2,amlo
Bronco: Tenemos que hacer el TLC entre los mismos mexicanos. Los del norte y los del sur  😂😂😂😂😂,0,bronco
1a. Pregunta  y ya me dio hueva DebateINE,0,debate
"DebateINE ""Lo primero que tenemos que hacer es destetarnos de los gringos y ponerlos en su lugar""| señala JaimeRdzNL en su primera intervención en el segundo debate presidencial.",3,bronco
Segundo Debate Presidencial DebateINE,2,debate
JaimeRdzNL quiere poner en su lugar a EEUU si no pudo con los cárteles que operan en Nuevo León. DebateINE,0,bronco
DebateINE lopezobrador_ La mejor política exterior es la interior| si nos amenazan con construir muros y militarizar frontera| tenemos que fortalecer la economía para que haya trabajo y las personas no tengan necesidad de migrar,1,amlo
Hacer un tratado de libre comercio entre mexicanos' ¿? Palabras del Bronco  Así las cosas DebateIne,0,bronco
El maquillaje de AMLO!!!!,3,amlo
💚,3,na
Con más inversión ganamos 🏆 los mexicanos 🇲🇽| ganamos más empleos| 🤝 ganamos más fortaleza económica ✅. HoyGanaNuevaAlianzaYMeade 😉  DebateINE ❗,1,meade
Asia| india| corea| Japón| te mamasteeeeee broncooo. DebateINE,0,bronco
MexicanosAlFrente DeFrenteConAnaya   RicardoAnayaC  Vamos a ganar este segundo debate,1,anaya
Ayyyyy noooo con las preguntas del público de este DebateINE estoy teniendo un super flashback a las clases magistrales de Guillermo del Toro,3,na
Lo primero que debemos hacer es destetarnos de los gringos y hablarle al Presidente Trump como se le debe de hablar a un Presidente el Bronco diciendo sus pendejadas usuales SegundoDebate,0,bronco
Debemos hacer tratado de libre comercio entre México del Norte y México del Sur JaimeRdzNL,1,bronco
Ni el peje ni el Bronco contestaron correctamente lo que se les preguntó.,0,na
Cuando el bronco dice ver a otras partes| significa que no solo va a cortar manos ? PulsoDebate2,0,bronco
Amlo tu callate,0,amlo
Anaya ya está anotando que dice AMLO pa cagar el palo,0,anaya
Listo con mi celular para ver los memes y con el debate DebateINE,1,debate
Oye lopezobrador_ entendiste la pregunta?,3,amlo
"DebateINE Un eminente por ahí dijo: ""México se halla Norteado y Desorientado [claro?]""",3,debate
AHUEVOOOOOOOOOO HOY AMLO VIENE CON TODO DebateINE DebatePresidencial2018,1,amlo
Pues aqui|viendo que pendejadas va a decir JaimeRdzNL,0,bronco
EleccionesMexico | JoseAMeadeK lopezobrador_ RicardoAnayaC JaimeRdzNL  presentes durante el segundo DebateINE en Tijuana cuyo tema central es México en el mundo.,3,debate
Se me olvida el susto y me suben las bilirrubinas al escuchar a AMLO hablar. 😡😡😡😡😡,0,amlo
Hoy no se tomo sus ribotril  el AMLO esta hablando fluido DebateINE,0,amlo
¿si ya conocen al Bronco| para qué lo dejan empezar? DebateINE,0,bronco
EnVivo El segundo DebateINE presidencial.  TodosConAMLO para lograr el México que queremos.,1,amlo
Eso es todo🙌🏼👏🏼 el candidato mas preparado JoseAMeadeK MeadePresidente,1,meade
DebateINE comenzamos| esta vez me faltaron mis palomitas 🍿,3,na
Ante proteccionismo de USA| López Obrador plantea proteger la economía mexicana,1,amlo
Un tratado de libre comercio entre el norte de México y el sur de México regalo de El Bronco 🙈 DebateINE,2,bronco
Ya estoy listo para el DebateINE,1,debate
Anaya ya está preparando sus cartulinas. 😍,1,anaya
Vendido!!!  todavía no empieza bien el debate y ya le estás hachando.,3,na
DebateINE lopezobrador_ como Juárez mamando chichi gringa,0,amlo
El más chingón. ¡Suerte! MeadePresidente YoConMeade TodosporMéxico DebateIne 🇲🇽,1,meade
PulsoDebate2 por debates chafas como estos luego nos dicen que todo lo que hacemos es región 4. DebateINE,0,na
"DebateINE ""El Bronco"" (JaimeRdzNL) inicia el segundo DebatePresidencial y afirma que lo primero que ""debemos hacer los mexicanos es destetarnos de EU""",0,bronco
Comercio ❤️ DebateINE,3,na
Disfrutando del DebateINE,3,na
Amigos ya empezó DebateINE,3,na
Que bonito traje de AMLO DebateINE,1,amlo
Clases de geografia con el Bronco: Asia| India| China y Japon. Añeñe,2,bronco
lopezobrador_ Que bueno por que esa K 🧚🏻‍♀️ no debe gobernar,1,amlo
¡El momento ha llegado! Sigan la transmisión en vivo desde las cuentas oficiales del INE.        MexicanosAlFrente| DeFrenteConAnaya DebateINE,1,anaya
Trabajo en México para que la gente no tenga que emigrar| lopezobrador_ tras pregunta del público en DebateINE,3,amlo
Ya vieron el copete de AMLO 🙄👨🏻,0,amlo
Este debate lo gana  RicardoAnayaC DeFrenteConAnaya DebateINE BCSConAnaya,1,anaya
Ganas de casarme con Anaya: activadas.,1,anaya
DebatesMx vamos Meade,1,meade
AlMomento ⚠️ Minutos después de las 21:17 horas se registró un sismo de leve a moderado con epicentro en Oaxaca.  La alerta sísmica que se activó en celulares de reporteros enviados al DebateINE,3,na
lopezobrador_  Te preguntaron de comercio internacional no de migración pedazo de wey,0,amlo
El farsante AMLO pretende fortalecer la economía pero con TLCAN y más globalización. Se declara GLOBALISTA DebateINE,0,amlo
"YA EMPEZÓ EL PINCHE BRONCO 😂   ""Hay que despegarnos de los gringos""",0,bronco
"MinutoAMinuto ""La mejor política exterior es la interior"" AMLO DebateINE",0,amlo
Ya lleven a AMLO a un asilo| carajo. DebateINE,0,amlo
Eres un ejemplo a seguir JoseAMeadeK| tu tienes la mejor trayectoria| experiencia y sobre todo  las mejores propuestas. vamos a ganar juntos para tener un mejor futuro y un mejor país.,1,meade
DebateINE. AMLO Presidente,1,amlo
JoseAMeadeK         Regalame unas,2,meade
Fact: lopezobrador_ no entendió la primera pregunta.,0,amlo
Ya empezamos con el stand up del bronco “que dijo”,3,bronco
“Destetarnos de los gringos” dice el Bronco DebateINE,2,bronco
DebateINE cállate Anaya,0,anaya
¿James Gordon eres tú? DebateINE,3,na
DebateINE AMLO como?!! inicias igual que en el primero como?!!  eso no dice nada,3,na
¿Me podría repetir la pregunta? 🤔 DebateINE,3,na
"Estamos de acuerdo con el TLC| dice lopezobrador_ ""una relación de respeto mutuo"".",2,amlo
Debateine,3,na
lopezobrador_ casi dijo que se la va a chipar a,3,na
Espero y le hayan dado buen tiempo al becario de RicardoAnayaC para hacer sus cartulinas DebateINE,2,anaya
DebatePresidencial bájenle la silla a RicardoAnayaC no se puede sentar bien 🤣,0,anaya
Yo en estos momentos DebatePresidencial DebateINE,3,debate
Ya pasaron 5 minutos y aún no Vero memes del debate| qué les pasa chavos? DebatesMx DebateINE,1,debate
Ya empezó este pendejo. Ahora lo exterior es lo mismo que lo interior  DebateINE,2,na
Me están poniendo muy fácil la decisión entre LuisMiguelLaSerie y DebateINE,3,na
José Antonio Meade K.   JoseAMeadeK,2,meade
Chinguen a su madre  DebateINE estamos festejando al Campeón  💚 Así que Comper 💃🏻,2,debate
DebateINE,2,debate
Amigos| vean el debate presidencial| dicen que el Bronco le va a cantar un tiro a Anaya en vivo.,3,na
Nunca vi a nadie tan vendido como AMLO bajo el cobijo del Trunk DebateINE,0,amlo
Anaya parece preacher con Biblia en la mano jajaja.,0,anaya
JoseAMeadeK     Vamos a ganar el 1 de julio,1,meade
Con un ojo a la AlertaSismica y el otro al DebateINE,0,debate
JoseAMeadeK Joseantonioyoconmeade,1,meade
DebatePresidencial2018 🤙🏻🔵,1,debate
'La mejor política exterior es la  interior'' ''Tenemos que fortalecer nuestra economía| que haya trabajo en México'' dice lopezobrador_ Elecciones2018 EleccionesMexico Presidenciales2018 candidatun,1,amlo
Ya viendo el 2doDebatePresidencial  vamos RicardoAnayaC NuevoLeonConAnaya,1,anaya
Porque camina? JAJAJAA siéntese  DebateINE,3,debate
Con más inversión ganamos 🏆 los mexicanos 🇲🇽| ganamos más empleos| 🤝 ganamos más fortaleza económica ✅. HoyGanaNuevaAlianzaYMeade 😉  DebateINE,1,meade
Y ya al contestar la pregunta amlo hizo que subiera el dolar 20 centavos,1,amlo
《Trup》 《animales》《gringos》 El Bronco desde el minuto uno ya está de payaso| cada vez rompe su propia record. DebatesMx DebateINE,0,bronco
Porque no contestan lo que se les pregunto| DebateINE muy mal Bronco| muy mal AMLO,0,bronco
Aguas | que el bronco hace daño. DebateINE,0,bronco
Mi viejito santo ahora si viene bien foco 💡DebateINE,1,amlo
Buenas noches iniciamos con mi tío Bronco medio crudo y con AMLO contestando algo que no tiene nada que ver con lo que se le preguntó| business as usual.  DebateINE,3,debate
Vamos a ver con qué salen hoy. DebateINE,2,debate
Y AMLO no contestó la pregunta una vez más,0,amlo
| le puedes decir a lopezobrador_ que conteste lo que se le pregunte DebateINE,2,amlo
Me  gusta el formato del DebateIne,1,debate
La mejor política exterior es la interior 🤔 -Apoyó a Inmigrantes -respeto  AMLO DebateINE,1,amlo
AlertaSismica México se sigue moviendo DebateINE,2,na
Si nos amenazan con contruir muros| nosotros debemos fortalecer nuestra economía y defender a los migrantes| dice lopezobrador_ DebateINE TodosConAMLO,1,amlo
DebateINE,3,na
En el bar en el que estaba viendo la final se fue la señal y cuando regresó ya iba ganando JoseAMeadeK 3-0.,0,meade
AMLO: Estamos de acuerdo con el TLC y debemos aprovecharlo,1,amlo
🤦🏽‍♀️🙄 Como cuando quieres justificar tus acciones pero no hay como. Nadie pide violencia.,3,na
.JaimeRdzNL comienza con lo suyo| en este SegundoDebatePresidencial| “destetarnos de los gringos”,0,bronco
“OTRA TRAMPA DE YUNEZ”. —AMLO| probablemente.,3,amlo
Hola Aleks Syntek DebateINE,3,debate
Una sola vez que JoseAMeadeK salga con su pendejada de “Hola| soy José Antonio Meade” y le cambio y me pongo a ver a LuisMiguelLaSerie,0,meade
Yo propongo una relación amorosa con EEUU AMLO| 2018 DebateINE,1,amlo
Vamos a ver las propuestas DebateINE,1,debate
RICARDO ANAYA SACÓ LA BIBLIA| ESO ES TRAMPA.,0,anaya
DebateINE Ya empezó la segunda parte del Roast de AMLO,2,amlo
Ya sacó su libro DebateINE Anaya,1,anaya
Anaya parece que va a predicar  DebateINE,2,anaya
Andres Manuel que tiene q ver eso !??? AMLO !!! DebatePresidencial,0,anaya
Me gustaría ver el DebateINE pero la verdad te lo mejores cosas que hacer| además ya se por quien voy a votar| bai,1,debate
SEGUNDO DEBATE  MeadePresidente Meade,1,meade
"Sobre reorientar la exportación hacia EU| JaimeRdzNL responde que lo primero es que México debe ""destetarse"" del vecino país. lopezobrador_ propone fortalecer la economía| que haya trabajo en el país para que la gente no tenga la necesidad de emigrar.",2,na
Anaya trae la Biblia en la mano?,2,anaya
Segundo Debate Presidencial Haber que tonterías dicen el día de hoy !! DebateINE,0,debate
MexicanosAlFrente| DeFrenteConAnaya y DebateINE,1,anaya
Yo con meade,1,meade
ANAYA POR FAVOR TE AMO,1,anaya
DebateINE ¡Que comience el mame!,3,na
Viendo el  DebateINE,3,na
